X,visits,days_attend,hours_attend,gender,age,zip,extend,length,spend_food_drink,spend_private,spend_clothes,spend_transportation,spend_donations,spend_other,spend_food_drink_total,spend_entertainment_total,spend_shopping_total,spend_travel_total,length_boulder,lodging,lodging_cost
61,20,0,2,Female,75-84,80309,No,Didn't extend stay,$1 - $20,0,0,0,$21-$49,$21-$49,"$2,000-$4,999",$100-$199,NA,$50-$99,Multiple day trips,"Friends, family or no expense",N/A
4,1,1-2 days,3,Female,35-44,80306,No,0,0,$21-$49,NA,$200-$499,NA,$50-$99,$50-$99,$20-$49,$200-$499,$500-$999,Three nights,NA,280
14,20,0,2.5,Male,55-64,80309,Yes,-,0,0,0,0,0,0,NA,$100-$199,$50-$99,NA,Multiple day trips,Boulder Resident,NA
122,20,5-6 days,3,Male,65-74,80309,NA,Live in area,$200-$499,$21-$49,$1 - $20,0,$50-$99,$1 - $20,0,$500-$999,$200-$499,0,One night,NA,3
210,20,3-4 days,3,Female,25-34,80306,Yes,NA,$50-$99,$1 - $20,0,$21-$49,$1 - $20,0,$200-$499,$20-$49,$100-$199,$1 - $20,Two nights,"Friends, family or no expense",0
60,20,1-2 days,2,Male,55-64,80309,No,0,$1 - $20,0,0,0,0,0,$20-$49,$500-$999,$500-$999,$500-$999,Multiple day trips,Hotel or motel,0
122,20,5-6 days,3,Male,65-74,80309,NA,Live in area,$200-$499,$21-$49,$1 - $20,0,$50-$99,$1 - $20,0,$500-$999,$200-$499,0,One night,NA,3
87,3-4 times,5-6 days,5,Female,55-64,80309,Yes,I live here,$1 - $20,0,$100-$199,$1 - $20,$21-$49,0,$50-$99,$1 - $20,$20-$49,$20-$49,Three nights,"Friends, family or no expense",500
119,56,5-6 days,4,Female,45-54,93035,NA,2 days,$100-$199,0,$100-$199,$50-$99,0,$21-$49,"$2,000-$4,999",$50-$99,$50-$99,$200-$499,One night,"Friends, family or no expense",125
203,20,1-2 days,1,Female,55-64,80303,Yes,-,$50-$99,0,0,0,0,0,$100-$199,$50-$99,0,$1 - $20,I live here,Hotel or motel,0
290,5-6 times,3-4 days,4,Female,55-64,80306,NA,2 days,$21-$49,$1 - $20,"$1,000.00",NA,"$1,000-$1,499",$50-$99,$20-$49,$200-$499,$500-$999,$1 - $20,Local resident,Home,240
283,1-2 times,1-2 days,6,Male,35-44,91792,No,1 day,$500-$999,$21-$49,$50-$99,$100-$199,$100-$199,$500-$999,$100-$199,NA,$50-$99,0,Two nights,Home,N/A
264,20,1-2 days,5,Female,35-44,80302,Yes,NA,$50-$99,NA,$50-$99,$200-$499,$50-$99,"$5,000.00",$50-$99,$50-$99,$200-$499,$50-$99,Live in Boulder,Home,NA
114,1-2 times,1-2 days,5,Female,25-34,80304,No,Live in area,$100-$199,0,0,$21-$49,0,0,$20-$49,$1 - $20,$200-$499,$1 - $20,Local,Boulder Resident,0
196,45,3-4 days,4,Male,55-64,93004,No,"Well, we try not to extend our stay, but the traffic blockage caused by the Festival slow us down.",$21-$49,NA,$21-$49,$1 - $20,$21-$49,$500-$999,$20-$49,$1 - $20,$1 - $20,$20-$49,Day trip,"Friends, family or no expense",200
247,1,3-4 days,6,Female,25-34,12345,Yes,1 day,$500-$999,$500-$999,"$1,000-$1,499","$2,000-$3,000",$100-$199,$500-$999,$20-$49,$50-$99,$50-$99,$1 - $20,Three nights,Hotel or motel,240
186,5-6 times,1-2 days,3,Male,25-34,80303,No,0,$21-$49,0,0,0,0,$21-$49,$1 - $20,$1 - $20,$20-$49,$1 - $20,NA,"Friends, family or no expense",NA
290,5-6 times,3-4 days,4,Female,55-64,80306,NA,2 days,$21-$49,$1 - $20,"$1,000.00",NA,"$1,000-$1,499",$50-$99,$20-$49,$200-$499,$500-$999,$1 - $20,Local resident,Home,240
128,20,7-8 days,3,Female,35-44,80309,NA,Zero,$200-$499,0,$21-$49,$21-$49,0,$21-$49,$1 - $20,$20-$49,$200-$499,$50-$99,Local,Hotel or motel,3
86,3-4 times,1-2 days,4,Female,35-44,80305,NA,2 days,$1 - $20,"$1,000-$1,499",$1 - $20,$1 - $20,$21-$49,$1 - $20,$20-$49,$1 - $20,$500-$999,0,Four nights,Hotel or motel,200
208,20,1-2 days,3,Male,45-54,80303,No,1 day,$50-$99,$50-$99,$1 - $20,$1 - $20,$200-$499,$50-$99,NA,$20-$49,$100-$199,$1 - $20,Resident,Hotel or motel,N/A
231,3-4 times,3-4 days,3,Female,65-74,80304,No,Live in area,$50-$99,$200-$499,$1 - $20,"$2,000-$3,000",$100-$199,$50-$99,$50-$99,$500-$999,$200-$499,$500-$999,Resident,Home,N/A
209,20,20,4,Female,45-54,80303,NA,Live in area,$50-$99,$200-$499,$100-$199,$200-$499,0,0,$200-$499,$50-$99,$50-$99,NA,Local,Hotel or motel,240
204,20,1-2 days,5,Female,18-24,80303,NA,Zero,$50-$99,0,0,$1 - $20,0,0,$200-$499,$20-$49,$1 - $20,$200-$499,Multiple day trips,NA,280
189,5-6 times,1-2 days,0.5,Female,55-64,93108,Yes,Didn't extend stay,$21-$49,0,0,$1 - $20,0,$100-$199,$100-$199,$500-$999,$500-$999,NA,Local,Boulder Resident,175
200,20,1-2 days,4,Female,55-64,93003,Yes,A few hours,$50-$99,0,$1 - $20,$21-$49,0,0,$1 - $20,$20-$49,$20-$49,$50-$99,NA,NA,NA
118,5-6 times,7-8 days,5,Female,35-44,80304,NA,Live in area,$100-$199,$100-$199,$50-$99,$1 - $20,$100-$199,NA,NA,NA,0,NA,Multiple day trips,NA,0
260,20,3-4 days,20,Male,35-44,93111,No,"Well, we try not to extend our stay, but the traffic blockage caused by the Festival slow us down.",$500-$999,$500-$999,$50-$99,$50-$99,0,NA,$200-$499,$100-$199,$50-$99,$50-$99,Four nights,"Friends, family or no expense",NA
81,1-2 times,3-4 days,10,Female,35-44,80304,No,2 days,$1 - $20,$1 - $20,$1 - $20,$200-$499,$200-$499,NA,$20-$49,$50-$99,0,$1 - $20,Local resident,"Friends, family or no expense",NA
53,1-2 times,1-2 days,2,Female,65-74,80309,Yes,Home is here,0,0,0,0,0,0,"$2,000-$4,999",$1 - $20,$500-$999,NA,Multiple day trips,Home,NA
279,1-2 times,1-2 days,4,Female,45-54,93111,No,I live here,$200-$499,"$2,000-$3,000",$500-$999,$500-$999,$500-$999,$200-$499,0,$500-$999,$20-$49,$500-$999,One night,"Friends, family or no expense",200
71,20,3-4 days,NA,Female,55-64,80304,Yes,1 day,$1 - $20,$1 - $20,$1 - $20,$1 - $20,$1 - $20,$100-$199,$20-$49,$100-$199,$200-$499,$1 - $20,Local resident,"Friends, family or no expense",0
230,3-4 times,1-2 days,8,Male,45-54,80304,NA,Zero,$50-$99,$50-$99,$50-$99,$50-$99,$1 - $20,0,$100-$199,$50-$99,$200-$499,$200-$499,Multiple day trips,Hotel or motel,175
168,47,3-4 days,3,Female,45-54,80306,No,-,$21-$49,0,$21-$49,$1 - $20,0,0,$100-$199,$20-$49,$500-$999,$20-$49,Day trip,"Friends, family or no expense",125
124,20,7-8 days,3,Female,35-44,80309,Yes,I live here,$200-$499,0,$21-$49,$21-$49,0,"$3,000-$4,000",$200-$499,NA,$500-$999,0,Local,NA,240
147,20,1-2 days,1,Male,65-74,80306,Yes,Zero,$21-$49,0,0,0,0,0,$20-$49,$50-$99,$1 - $20,$500-$999,Live in Boulder,NA,3
48,5-6 times,0,0,Male,55-64,80306,Yes,"Well, we try not to extend our stay, but the traffic blockage caused by the Festival slow us down.",0,0,0,0,0,0,$1 - $20,$1 - $20,$50-$99,$20-$49,Four nights,NA,240
66,20,3-4 days,2,Male,55-64,80306,No,Live in area,$1 - $20,0,$21-$49,0,0,0,0,0,$50-$99,0,Two nights,Hotel or motel,175
218,20,5-6 days,5,Female,25-34,80303,NA,2 days,$50-$99,$50-$99,$21-$49,$21-$49,0,$21-$49,0,$100-$199,$1 - $20,$200-$499,Local,NA,3
1,0,0,5,Male,55-64,80309,No,"Well, we try not to extend our stay, but the traffic blockage caused by the Festival slow us down.",0,0,0,0,0,0,"$1,000-$1,999",$500-$999,NA,$1 - $20,Three nights,Home,240
190,5-6 times,3-4 days,3,Female,25-34,80303,NA,"Well, we try not to extend our stay, but the traffic blockage caused by the Festival slow us down.",$21-$49,0,$1 - $20,$1 - $20,0,NA,0,$1 - $20,0,$200-$499,Multiple day trips,Boulder Resident,175
75,20,1-2 days,1,Female,65-74,80306,NA,2 days,$1 - $20,$1 - $20,"$1,000-$1,499",$500-$999,$200-$499,$50-$99,$200-$499,$200-$499,$50-$99,$20-$49,NA,Home,200
255,20,1-2 days,4,Male,55-64,93111,Yes,NA,$1 - $20,"$2,000-$3,000",$50-$99,$21-$49,NA,$1 - $20,$100-$199,$100-$199,$20-$49,$20-$49,Day trip,Home,NA
33,1-2 times,0,2,Female,65-74,80309,Yes,1 day,0,0,0,0,0,$21-$49,$20-$49,0,$1 - $20,$1 - $20,Local resident,Home,0
135,1-2 times,1-2 days,4,Male,18-24,80306,No,Live in area,$200-$499,0,$200-$499,$21-$49,0,$1 - $20,$20-$49,0,0,$20-$49,Day trip,NA,NA
248,1,3-4 days,4,Female,35-44,93611,NA,Didn't extend stay,$100-$199,$1 - $20,0,"$2,000-$3,000",$50-$99,$500-$999,"$1,000-$1,999",0,$50-$99,$200-$499,Three nights,Hotel or motel,500
57,20,0,0,Male,25-34,80306,NA,I live here,$1 - $20,0,0,0,0,0,$200-$499,0,$500-$999,$50-$99,One night,Home,240
269,20,5-6 days,6,Female,65-74,80302,No,"Well, we try not to extend our stay, but the traffic blockage caused by the Festival slow us down.",$21-$49,$50-$99,$200-$499,$100-$199,"$1,000-$1,499","$5,000.00",$20-$49,$20-$49,$20-$49,$20-$49,Two nights,Hotel or motel,200
210,20,3-4 days,3,Female,25-34,80306,Yes,NA,$50-$99,$1 - $20,0,$21-$49,$1 - $20,0,$200-$499,$20-$49,$100-$199,$1 - $20,Two nights,"Friends, family or no expense",0
60,20,1-2 days,2,Male,55-64,80309,No,0,$1 - $20,0,0,0,0,0,$20-$49,$500-$999,$500-$999,$500-$999,Multiple day trips,Hotel or motel,0
129,20,7-8 days,3,Female,35-44,80309,No,"Well, we try not to extend our stay, but the traffic blockage caused by the Festival slow us down.",$200-$499,0,$21-$49,$21-$49,0,NA,"$1,000-$1,999",$20-$49,$100-$199,$200-$499,Local resident,Home,NA
84,3-4 times,1-2 days,2,Female,18-24,80306,No,Didn't extend stay,$1 - $20,0,0,$1 - $20,0,0,$1 - $20,0,$500-$999,$200-$499,Two nights,"Friends, family or no expense",240
249,1,1-2 days,5,Female,25-34,93464,No,-,NA,$100-$199,$1 - $20,"$2,000-$3,000",$21-$49,$200-$499,$50-$99,$50-$99,$100-$199,$20-$49,Three nights,Home,3
157,20,1-2 days,3,Female,55-64,80306,No,Didn't extend stay,$21-$49,NA,NA,$1 - $20,$21-$49,$1 - $20,$20-$49,$500-$999,$100-$199,$50-$99,Local resident,Boulder Resident,175
121,20,7-8 days,6,Female,55-64,80305,No,I live here,$200-$499,$200-$499,$200-$499,$200-$499,$500-$999,"$3,000-$4,000",NA,$500-$999,$20-$49,NA,Four nights,NA,125
231,3-4 times,3-4 days,3,Female,65-74,80304,No,Live in area,$50-$99,$200-$499,$1 - $20,"$2,000-$3,000",$100-$199,$50-$99,$50-$99,$500-$999,$200-$499,$500-$999,Resident,Home,N/A
255,20,1-2 days,4,Male,55-64,93111,Yes,NA,$1 - $20,"$2,000-$3,000",$50-$99,$21-$49,NA,$1 - $20,$100-$199,$100-$199,$20-$49,$20-$49,Day trip,Home,NA
101,20,1-2 days,1,Female,45-54,80304,NA,1 day,$100-$199,$21-$49,0,$1 - $20,0,$21-$49,$100-$199,$500-$999,$100-$199,$500-$999,Live in Boulder,NA,125
132,20,7-8 days,9,Female,55-64,80309,NA,0,$200-$499,$100-$199,$500-$999,$50-$99,$100-$199,$200-$499,$100-$199,$500-$999,$500-$999,$50-$99,Three nights,"Friends, family or no expense",280
290,5-6 times,3-4 days,4,Female,55-64,80306,NA,2 days,$21-$49,$1 - $20,"$1,000.00",NA,"$1,000-$1,499",$50-$99,$20-$49,$200-$499,$500-$999,$1 - $20,Local resident,Home,240
183,3-4 times,1-2 days,4,Female,25-34,80306,NA,1 day,$21-$49,$100-$199,NA,$200-$499,$100-$199,$50-$99,$50-$99,$1 - $20,$20-$49,$200-$499,I live here,NA,280
175,1-2 times,7-8 days,3,Male,35-44,93437,Yes,A few hours,$21-$49,0,$50-$99,$21-$49,0,0,"$2,000-$4,999",$500-$999,$1 - $20,$50-$99,I live here,"Friends, family or no expense",NA
12,20,0,0,Female,55-64,80309,No,-,0,0,0,0,0,0,"$2,000-$4,999",$500-$999,$200-$499,$20-$49,Three nights,Hotel or motel,175
126,20,7-8 days,3,Female,35-44,80309,No,Home is here,$200-$499,0,$21-$49,$21-$49,0,$200-$499,$50-$99,$200-$499,$20-$49,$200-$499,Two nights,Home,280
123,20,3-4 days,5,Female,25-34,80309,Yes,1 day,$200-$499,$100-$199,$1 - $20,$21-$49,$1 - $20,$100-$199,$20-$49,$50-$99,NA,$500-$999,I live here,Hotel or motel,3
157,20,1-2 days,3,Female,55-64,80306,No,Didn't extend stay,$21-$49,NA,NA,$1 - $20,$21-$49,$1 - $20,$20-$49,$500-$999,$100-$199,$50-$99,Local resident,Boulder Resident,175
228,3-4 times,7-8 days,6,Male,25-34,80303,No,Didn't extend stay,$50-$99,$100-$199,$1 - $20,$1 - $20,0,$100-$199,0,$50-$99,$1 - $20,NA,One night,NA,125
173,1-2 times,3-4 days,3,Female,25-34,80303,Yes,I live here,$21-$49,0,$21-$49,$21-$49,0,$50-$99,NA,$50-$99,$1 - $20,0,Resident,NA,500
207,20,3-4 days,2,Female,65-74,80309,NA,"Well, we try not to extend our stay, but the traffic blockage caused by the Festival slow us down.",$50-$99,0,$21-$49,$1 - $20,0,0,$20-$49,$500-$999,$200-$499,$50-$99,Local,Hotel or motel,N/A
131,20,3-4 days,3,Male,45-54,80303,No,Didn't extend stay,$200-$499,$1 - $20,$21-$49,$50-$99,$21-$49,$500-$999,$200-$499,$20-$49,$100-$199,$500-$999,Local resident,Home,0
89,3-4 times,1-2 days,1,Female,25-34,80303,NA,A few hours,$1 - $20,$21-$49,$100-$199,$21-$49,$500-$999,$200-$499,$200-$499,$50-$99,$1 - $20,0,One night,"Friends, family or no expense",500
142,10,3-4 days,20,Female,45-54,80305,No,Didn't extend stay,$21-$49,0,$21-$49,$1 - $20,0,0,$100-$199,$200-$499,$1 - $20,$50-$99,Multiple day trips,Hotel or motel,200
240,1,12,4,Female,18-24,12345,No,0,$500-$999,$50-$99,$100-$199,$500-$999,0,$500-$999,$50-$99,$100-$199,0,NA,Day trip,Boulder Resident,0
27,1-2 times,1-2 days,1,Female,45-54,80309,NA,"Well, we try not to extend our stay, but the traffic blockage caused by the Festival slow us down.",0,0,0,0,0,0,$50-$99,$500-$999,$200-$499,$1 - $20,Two nights,"Friends, family or no expense",200
110,20,5-6 days,3,Female,55-64,80304,No,1 day,$100-$199,$200-$499,$21-$49,$100-$199,$50-$99,$100-$199,$1 - $20,$200-$499,$1 - $20,$200-$499,Resident,NA,175
124,20,7-8 days,3,Female,35-44,80309,Yes,I live here,$200-$499,0,$21-$49,$21-$49,0,"$3,000-$4,000",$200-$499,NA,$500-$999,0,Local,NA,240
283,1-2 times,1-2 days,6,Male,35-44,91792,No,1 day,$500-$999,$21-$49,$50-$99,$100-$199,$100-$199,$500-$999,$100-$199,NA,$50-$99,0,Two nights,Home,N/A
86,3-4 times,1-2 days,4,Female,35-44,80305,NA,2 days,$1 - $20,"$1,000-$1,499",$1 - $20,$1 - $20,$21-$49,$1 - $20,$20-$49,$1 - $20,$500-$999,0,Four nights,Hotel or motel,200
48,5-6 times,0,0,Male,55-64,80306,Yes,"Well, we try not to extend our stay, but the traffic blockage caused by the Festival slow us down.",0,0,0,0,0,0,$1 - $20,$1 - $20,$50-$99,$20-$49,Four nights,NA,240
149,20,1-2 days,2,Female,35-44,80303,No,"Well, we try not to extend our stay, but the traffic blockage caused by the Festival slow us down.",$21-$49,0,$21-$49,0,0,0,0,$200-$499,$100-$199,$500-$999,Live in Boulder,Boulder Resident,280
157,20,1-2 days,3,Female,55-64,80306,No,Didn't extend stay,$21-$49,NA,NA,$1 - $20,$21-$49,$1 - $20,$20-$49,$500-$999,$100-$199,$50-$99,Local resident,Boulder Resident,175
139,1,1-2 days,1,Female,25-34,80306,NA,2 days,$21-$49,0,0,$1 - $20,0,0,$100-$199,$100-$199,$1 - $20,$500-$999,Three nights,NA,200
159,20,3-4 days,4,Female,55-64,93111,NA,Live in area,$21-$49,0,0,$21-$49,0,0,"$1,000-$1,999",$500-$999,$200-$499,$20-$49,Multiple day trips,NA,240
166,20,1-2 days,2,Female,55-64,80306,No,0,$21-$49,$21-$49,"$1,000.00",$50-$99,$200-$499,$1 - $20,"$2,000-$4,999",$20-$49,0,NA,Day trip,Home,NA
143,12,2,2,Male,55-64,80303,Yes,A few hours,$21-$49,0,0,$1 - $20,0,"$5,000.00",$100-$199,0,0,0,Two nights,Home,0
115,3-4 times,1-2 days,3,Female,25-34,80303,NA,0,$100-$199,0,0,$1 - $20,0,0,$50-$99,0,$200-$499,0,NA,"Friends, family or no expense",175
267,20,1-2 days,2.5,Male,35-44,93111,NA,NA,$1 - $20,"$2,000-$3,000",$100-$199,$1 - $20,NA,$500-$999,$100-$199,$50-$99,$50-$99,$50-$99,Resident,Boulder Resident,280
144,20,1-2 days,6,Female,55-64,80305,No,0,$21-$49,0,0,$1 - $20,0,0,$1 - $20,0,0,$200-$499,Local,Hotel or motel,500
114,1-2 times,1-2 days,5,Female,25-34,80304,No,Live in area,$100-$199,0,0,$21-$49,0,0,$20-$49,$1 - $20,$200-$499,$1 - $20,Local,Boulder Resident,0
246,1,12,5,Female,18-24,12345,NA,Didn't extend stay,$100-$199,$500-$999,NA,$100-$199,$50-$99,$500-$999,NA,NA,$200-$499,0,One night,Hotel or motel,N/A
213,20,3-4 days,5,Female,55-64,93108,No,A few hours,$50-$99,0,$1 - $20,$21-$49,$1 - $20,$1 - $20,$20-$49,0,$100-$199,$200-$499,One night,Home,200
127,20,7-8 days,3,Female,35-44,80309,No,Didn't extend stay,$200-$499,0,$21-$49,$21-$49,0,$1 - $20,$1 - $20,$100-$199,$20-$49,$1 - $20,Two nights,NA,240
175,1-2 times,7-8 days,3,Male,35-44,93437,Yes,A few hours,$21-$49,0,$50-$99,$21-$49,0,0,"$2,000-$4,999",$500-$999,$1 - $20,$50-$99,I live here,"Friends, family or no expense",NA
244,5-6 times,3-4 days,8,Male,45-54,80302,Yes,0,$500-$999,0,$200-$499,"$2,000-$3,000",$500-$999,0,"$2,000-$4,999",$20-$49,$1 - $20,$500-$999,Day trip,"Friends, family or no expense",3
210,20,3-4 days,3,Female,25-34,80306,Yes,NA,$50-$99,$1 - $20,0,$21-$49,$1 - $20,0,$200-$499,$20-$49,$100-$199,$1 - $20,Two nights,"Friends, family or no expense",0
52,29,0,0,Male,65-74,80309,No,Didn't extend stay,0,0,0,0,0,0,$200-$499,$20-$49,$1 - $20,NA,Two nights,Hotel or motel,125
108,20,1-2 days,2,Male,45-54,80303,Yes,0,$100-$199,$500-$999,$200-$499,$21-$49,$500-$999,NA,$1 - $20,$50-$99,$20-$49,0,Two nights,Hotel or motel,200
206,20,5-6 days,2,Female,Prefer not to say,80309,Yes,-,$50-$99,$200-$499,$1 - $20,$1 - $20,$50-$99,$21-$49,$100-$199,0,$500-$999,NA,Four nights,Home,500
74,20,1-2 days,8,Female,35-44,80302,No,2 days,$1 - $20,"$1,000-$1,499",$21-$49,$1 - $20,"$1,000-$1,499",$1 - $20,"$2,000-$4,999",$1 - $20,NA,$1 - $20,Local resident,Hotel or motel,3
243,3-4 times,3-4 days,10,Male,55-64,80303,NA,Live in area,$500-$999,0,0,$1 - $20,$100-$199,$1 - $20,$100-$199,NA,$200-$499,0,Three nights,NA,280
88,3-4 times,3-4 days,3,Female,25-34,80303,Yes,"Well, we try not to extend our stay, but the traffic blockage caused by the Festival slow us down.",$1 - $20,NA,$50-$99,$1 - $20,$1 - $20,$200-$499,$200-$499,$200-$499,$500-$999,$500-$999,Local,Home,175
120,45,5-6 days,2,Male,45-54,80304,No,Zero,$100-$199,0,$21-$49,0,$21-$49,$200-$499,$100-$199,$20-$49,0,$500-$999,Three nights,NA,125
57,20,0,0,Male,25-34,80306,NA,I live here,$1 - $20,0,0,0,0,0,$200-$499,0,$500-$999,$50-$99,One night,Home,240
293,25,0,2,Male,55-64,80303,No,Zero,$21-$49,$21-$49,"$1,000-$1,499",$500-$999,$100-$199,NA,$200-$499,$50-$99,$100-$199,$50-$99,NA,"Friends, family or no expense",200
109,20,5-6 days,8,Female,35-44,80306,No,2 days,$100-$199,0,$50-$99,$21-$49,0,"$5,000.00",0,0,$100-$199,$200-$499,Day trip,Boulder Resident,500
109,20,5-6 days,8,Female,35-44,80306,No,2 days,$100-$199,0,$50-$99,$21-$49,0,"$5,000.00",0,0,$100-$199,$200-$499,Day trip,Boulder Resident,500
95,5-6 times,1-2 days,3,Female,55-64,80303,NA,I live here,$1 - $20,0,0,0,0,$100-$199,"$2,000-$4,999",$20-$49,$20-$49,0,Resident,Home,280
156,20,1-2 days,4,Female,35-44,80309,NA,Zero,$21-$49,$500-$999,$500-$999,$1 - $20,$50-$99,$200-$499,"$2,000-$4,999",$500-$999,$200-$499,$20-$49,Local,Boulder Resident,240
58,20,1-2 days,1,Male,45-54,80309,Yes,Zero,$1 - $20,0,0,0,0,0,$100-$199,$50-$99,$50-$99,0,Resident,Boulder Resident,200
288,5-6 times,1-2 days,5,Male,45-54,90245,Yes,"Well, we try not to extend our stay, but the traffic blockage caused by the Festival slow us down.",$21-$49,$100-$199,$21-$49,$200-$499,0,0,$50-$99,$50-$99,$100-$199,$200-$499,One night,Hotel or motel,280
45,5-6 times,1-2 days,1,Female,35-44,80303,No,2 days,0,0,0,0,0,0,$50-$99,0,0,$50-$99,Two nights,"Friends, family or no expense",500
128,20,7-8 days,3,Female,35-44,80309,NA,Zero,$200-$499,0,$21-$49,$21-$49,0,$21-$49,$1 - $20,$20-$49,$200-$499,$50-$99,Local,Hotel or motel,3
78,1-2 times,3-4 days,4,Male,55-64,80304,NA,-,$1 - $20,0,0,0,0,0,"$1,000-$1,999",$20-$49,$100-$199,$1 - $20,Day trip,Boulder Resident,500
288,5-6 times,1-2 days,5,Male,45-54,90245,Yes,"Well, we try not to extend our stay, but the traffic blockage caused by the Festival slow us down.",$21-$49,$100-$199,$21-$49,$200-$499,0,0,$50-$99,$50-$99,$100-$199,$200-$499,One night,Hotel or motel,280
34,1-2 times,1-2 days,1,Male,75-84,80306,Yes,-,0,0,0,0,0,0,$20-$49,0,$50-$99,$500-$999,Day trip,Home,3
256,20,3-4 days,3,Female,45-54,80305,Yes,NA,$1 - $20,0,NA,$1 - $20,$500-$999,"$5,000.00",$50-$99,0,$20-$49,$20-$49,Day trip,Home,125
67,20,3-4 days,2,Male,55-64,80306,No,2 days,$1 - $20,0,$21-$49,0,0,0,$200-$499,$50-$99,$50-$99,$500-$999,Local,"Friends, family or no expense",N/A
165,20,1-2 days,2,Female,35-44,80304,No,Zero,$21-$49,$50-$99,$100-$199,0,NA,NA,NA,$1 - $20,$500-$999,$1 - $20,Multiple day trips,Hotel or motel,N/A
153,20,5-6 days,4,Female,35-44,80306,No,A few hours,$21-$49,NA,$1 - $20,$1 - $20,$21-$49,$1 - $20,"$1,000-$1,999",$200-$499,$1 - $20,0,Three nights,Hotel or motel,175
255,20,1-2 days,4,Male,55-64,93111,Yes,NA,$1 - $20,"$2,000-$3,000",$50-$99,$21-$49,NA,$1 - $20,$100-$199,$100-$199,$20-$49,$20-$49,Day trip,Home,NA
60,20,1-2 days,2,Male,55-64,80309,No,0,$1 - $20,0,0,0,0,0,$20-$49,$500-$999,$500-$999,$500-$999,Multiple day trips,Hotel or motel,0
7,20,0,3,Male,45-54,80302,No,Zero,0,0,0,0,0,0,"$1,000-$1,999",$100-$199,$20-$49,NA,Local resident,Home,125
39,3-4 times,1-2 days,2,Female,75-84,80306,No,Home is here,0,0,0,0,0,0,"$1,000-$1,999",$50-$99,$20-$49,$1 - $20,Local,Boulder Resident,280
38,3-4 times,0,0,Male,65-74,93108,NA,A few hours,0,0,0,0,0,0,NA,$1 - $20,$200-$499,$50-$99,NA,NA,NA
139,1,1-2 days,1,Female,25-34,80306,NA,2 days,$21-$49,0,0,$1 - $20,0,0,$100-$199,$100-$199,$1 - $20,$500-$999,Three nights,NA,200
249,1,1-2 days,5,Female,25-34,93464,No,-,NA,$100-$199,$1 - $20,"$2,000-$3,000",$21-$49,$200-$499,$50-$99,$50-$99,$100-$199,$20-$49,Three nights,Home,3
24,1-2 times,0,0,Female,35-44,80303,No,Live in area,0,0,0,0,0,0,$20-$49,$20-$49,$500-$999,$50-$99,Day trip,NA,125
265,20,3-4 days,2,Female,55-64,80305,NA,1 day,$21-$49,$21-$49,0,0,$200-$499,$21-$49,$1 - $20,$500-$999,$1 - $20,$50-$99,Local resident,Home,240
198,1,1-2 days,4,Male,35-44,93454,NA,NA,$50-$99,0,$21-$49,$21-$49,0,0,$100-$199,$100-$199,$1 - $20,$1 - $20,Resident,Home,175
83,3-4 times,1-2 days,3,Female,35-44,80303,NA,Didn't extend stay,$1 - $20,0,0,0,0,$1 - $20,$50-$99,$100-$199,$1 - $20,$1 - $20,Four nights,Hotel or motel,280
6,20,1-2 days,1,Male,45-54,80305,No,"Well, we try not to extend our stay, but the traffic blockage caused by the Festival slow us down.",0,0,0,0,0,0,$20-$49,$1 - $20,$500-$999,$50-$99,Four nights,Home,240
68,20,0,1,Male,55-64,80306,NA,"Well, we try not to extend our stay, but the traffic blockage caused by the Festival slow us down.",$1 - $20,0,0,$1 - $20,0,0,0,$20-$49,0,$200-$499,Four nights,Home,200
228,3-4 times,7-8 days,6,Male,25-34,80303,No,Didn't extend stay,$50-$99,$100-$199,$1 - $20,$1 - $20,0,$100-$199,0,$50-$99,$1 - $20,NA,One night,NA,125
253,20,1-2 days,2,Male,25-34,93107,NA,Home is here,0,$21-$49,$1 - $20,$1 - $20,$200-$499,$200-$499,$1 - $20,0,$1 - $20,0,Day trip,"Friends, family or no expense",280
226,3-4 times,3-4 days,2,Male,45-54,80309,No,1 day,$50-$99,0,0,$1 - $20,$1 - $20,0,NA,$1 - $20,$50-$99,$20-$49,Live in Boulder,Home,500
265,20,3-4 days,2,Female,55-64,80305,NA,1 day,$21-$49,$21-$49,0,0,$200-$499,$21-$49,$1 - $20,$500-$999,$1 - $20,$50-$99,Local resident,Home,240
110,20,5-6 days,3,Female,55-64,80304,No,1 day,$100-$199,$200-$499,$21-$49,$100-$199,$50-$99,$100-$199,$1 - $20,$200-$499,$1 - $20,$200-$499,Resident,NA,175
36,3-4 times,0,0,Female,45-54,80303,NA,Zero,0,0,0,0,0,0,$20-$49,0,NA,$50-$99,Resident,Boulder Resident,0
122,20,5-6 days,3,Male,65-74,80309,NA,Live in area,$200-$499,$21-$49,$1 - $20,0,$50-$99,$1 - $20,0,$500-$999,$200-$499,0,One night,NA,3
80,1-2 times,3-4 days,2,Male,65-74,80309,NA,Home is here,$1 - $20,$1 - $20,$50-$99,$1 - $20,$1 - $20,$200-$499,$50-$99,NA,$100-$199,$200-$499,Three nights,NA,240
194,5-6 times,5-6 days,1,Female,45-54,93067,Yes,NA,$21-$49,0,$21-$49,$21-$49,0,0,$20-$49,$20-$49,$100-$199,$200-$499,Three nights,Hotel or motel,3
63,20,3-4 days,2,Female,55-64,80306,No,-,$1 - $20,0,$1 - $20,0,0,0,$100-$199,0,$100-$199,$50-$99,NA,NA,175
